sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,IncAnalysis,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4J5,Coeaed1,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6P4,ZZB,X6AA,X6AA_Dup,lat,lon,survey,LLIN.intend,LLIN.actual,Net.intend,Net.actual,subregions,Wave,HSD-name,Arm,Arm_ITT,Arm_PP,cohort_admin2_round,cohort_admin1_round,cohort_arm_round,cohort_armpp_round,cohort_subregions_round
VBS66328-6645STDY13045236,409506013019,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,19,409506013,9506013,55,50,E,2,2E,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66329-6645STDY13045237,409506013020,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,20,409506013,9506013,55,62,F,2,2F,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66330-6645STDY13045238,409506013021,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,21,409506013,9506013,55,74,G,2,2G,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66331-6645STDY13045239,409506013022,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,22,409506013,9506013,55,86,H,2,2H,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66332-6645STDY13045240,409506013023,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,23,409506013,9506013,55,3,A,3,3A,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66333-6645STDY13045241,409506013024,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,24,409506013,9506013,55,15,B,3,3B,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66334-6645STDY13045242,409506013025,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,25,409506013,9506013,55,27,C,3,3C,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66336-6645STDY13045244,409506013027,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,27,409506013,9506013,55,51,E,3,3E,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66338-6645STDY13045246,409506013029,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,29,409506013,9506013,55,75,G,3,3G,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66339-6645STDY13045247,409506013030,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,30,409506013,9506013,55,87,H,3,3H,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66340-6645STDY13045248,409506013031,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,31,409506013,9506013,55,4,A,4,4A,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66342-6645STDY13045249,409506013032,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,32,409506013,9506013,55,16,B,4,4B,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66343-6645STDY13045250,409506013033,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,33,409506013,9506013,55,28,C,4,4C,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66344-6645STDY13045251,409506013034,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,34,409506013,9506013,55,40,D,4,4D,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66347-6645STDY13045254,409506013037,Martin Donnelly,Uganda,9506,2018,9,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2018,UG-E_fune_2018_09,UG-E_fune_2018_Q3,UG-E_Bulambuli_fune_2018,UG-E_Bulambuli_fune_2018_09,UG-E_Bulambuli_fune_2018_Q3,1,4,95,6.0,13.0,37,409506013,9506013,55,76,G,4,4G,FUN,FU,,,,,0,0,0,0,,,,,,1.357591,34.2674,18 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-4,UG-E_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,North Eastern_round-4
VBS66348-6645STDY13045255,509501008001,Martin Donnelly,Uganda,9501,2019,5,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Bulambuli_fune_2019,UG-E_Bulambuli_fune_2019_05,UG-E_Bulambuli_fune_2019_Q2,1,5,95,1.0,8.0,1,509501008,9501008,55,88,H,4,4H,FUN,FU,,,,,0,0,0,0,,,,,,1.313493,34.25389,25 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,North Eastern_round-5
VBS66349-6645STDY13045256,509506019003,Martin Donnelly,Uganda,9506,2019,5,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Bulambuli_fune_2019,UG-E_Bulambuli_fune_2019_05,UG-E_Bulambuli_fune_2019_Q2,1,5,95,6.0,19.0,3,509506019,9506019,55,5,A,5,5A,FUN,FU,,,,,0,0,0,0,,,,,,1.358728,34.26726,25 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,North Eastern_round-5
VBS66350-6645STDY13045257,508801019001,Martin Donnelly,Uganda,8801,2019,5,1.239,34.232,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Sironko,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Sironko_fune_2019,UG-E_Sironko_fune_2019_05,UG-E_Sironko_fune_2019_Q2,1,5,88,1.0,19.0,1,508801019,8801019,55,17,B,5,5B,FUN,FU,,,,,0,0,0,0,,,,,,1.240174,34.23194,25 months,1,1.0,1,1.0,North Eastern,2,Budadri West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Sironko_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,North Eastern_round-5
VBS66352-6645STDY13045259,508801019007,Martin Donnelly,Uganda,8801,2019,5,1.239,34.232,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Sironko,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Sironko_fune_2019,UG-E_Sironko_fune_2019_05,UG-E_Sironko_fune_2019_Q2,1,5,88,1.0,19.0,7,508801019,8801019,55,41,D,5,5D,FUN,FU,,,,,0,0,0,0,,,,,,1.240174,34.23194,25 months,1,1.0,1,1.0,North Eastern,2,Budadri West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Sironko_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,North Eastern_round-5
VBS66355-6645STDY13045262,510310013006,Martin Donnelly,Uganda,10310,2019,5,0.995,34.358,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bududa,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Bududa_fune_2019,UG-E_Bududa_fune_2019_05,UG-E_Bududa_fune_2019_Q2,1,5,103,10.0,13.0,6,510310013,10310013,55,77,G,5,5G,FUN,FU,,,,,0,0,0,0,,,,,,0.9942,34.35767,25 months,2,2.0,2,2.0,North Eastern,2,Manjia,PermaNet-3,PBO LLIN,PBO LLIN,Bududa_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,North Eastern_round-5
VBS66356-6645STDY13045263,502404128009,Martin Donnelly,Uganda,2404,2019,6,1.727,31.667,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Masindi,funestus,UG-W_fune_2019,UG-W_fune_2019_06,UG-W_fune_2019_Q2,UG-W_Masindi_fune_2019,UG-W_Masindi_fune_2019_06,UG-W_Masindi_fune_2019_Q2,1,5,24,4.0,128.0,9,502404128,2404128,55,89,H,5,5H,FUN,FU,,,,,0,0,0,0,,,,,,1.732485,31.6662,25 months,1,1.0,1,1.0,Mid-Western,3,Masindi Municipality,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Masindi_Round-5,UG-W_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,Mid-Western_round-5
VBS66358-6645STDY13045265,502404128011,Martin Donnelly,Uganda,2404,2019,6,1.727,31.667,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Masindi,funestus,UG-W_fune_2019,UG-W_fune_2019_06,UG-W_fune_2019_Q2,UG-W_Masindi_fune_2019,UG-W_Masindi_fune_2019_06,UG-W_Masindi_fune_2019_Q2,1,5,24,4.0,128.0,11,502404128,2404128,55,18,B,6,6B,FUN,FU,,,,,0,0,0,0,,,,,,1.732485,31.6662,25 months,1,1.0,1,1.0,Mid-Western,3,Masindi Municipality,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Masindi_Round-5,UG-W_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,Mid-Western_round-5
VBS66359-6645STDY13045266,502404128012,Martin Donnelly,Uganda,2404,2019,6,1.727,31.667,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Masindi,funestus,UG-W_fune_2019,UG-W_fune_2019_06,UG-W_fune_2019_Q2,UG-W_Masindi_fune_2019,UG-W_Masindi_fune_2019_06,UG-W_Masindi_fune_2019_Q2,1,5,24,4.0,128.0,12,502404128,2404128,55,30,C,6,6C,FUN,FU,,,,,0,0,0,0,,,,,,1.732485,31.6662,25 months,1,1.0,1,1.0,Mid-Western,3,Masindi Municipality,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Masindi_Round-5,UG-W_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,Mid-Western_round-5
VBS66360-6645STDY13045267,506801043001,Martin Donnelly,Uganda,6801,2019,5,2.026,33.879,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Kapelebyong,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Kapelebyong_fune_2019,UG-E_Kapelebyong_fune_2019_05,UG-E_Kapelebyong_fune_2019_Q2,1,5,68,1.0,43.0,1,506801043,6801043,55,42,D,6,6D,FUN,FU,,,,,0,0,0,0,,,,,,2.0267,33.87523,25 months,2,2.0,4,4.0,Mid-Eastern,2,Kapelebyong,OlysetPlus,PBO LLIN,PBO LLIN,Kapelebyong_Round-5,UG-E_round-5,OlysetPlus_round-5,PBO LLIN_round-5,Mid-Eastern_round-5
VBS66362-6645STDY13045269,504309040002,Martin Donnelly,Uganda,4309,2019,6,0.756,30.21,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Ntoroko,funestus,UG-W_fune_2019,UG-W_fune_2019_06,UG-W_fune_2019_Q2,UG-W_Ntoroko_fune_2019,UG-W_Ntoroko_fune_2019_06,UG-W_Ntoroko_fune_2019_Q2,1,5,43,9.0,40.0,2,504309040,4309040,55,66,F,6,6F,FUN,FU,,,,,0,0,0,0,,,,,,0.759766,30.21232,25 months,2,2.0,2,2.0,Mid-Western,3,Ntoroko,PermaNet-3,PBO LLIN,PBO LLIN,Ntoroko_Round-5,UG-W_round-5,PermaNet-3_round-5,PBO LLIN_round-5,Mid-Western_round-5
VBS66364-6645STDY13045271,508503096002,Martin Donnelly,Uganda,8503,2019,5,1.615,33.915,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Kumi,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Kumi_fune_2019,UG-E_Kumi_fune_2019_05,UG-E_Kumi_fune_2019_Q2,1,5,85,3.0,96.0,2,508503096,8503096,55,90,H,6,6H,FUN,FU,,,,,0,0,0,0,,,,,,1.613257,33.91626,25 months,2,2.0,2,2.0,Mid-Eastern,2,Kumi,PermaNet-3,PBO LLIN,PBO LLIN,Kumi_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,Mid-Eastern_round-5
VBS66365-6645STDY13045272,508505230002,Martin Donnelly,Uganda,8505,2019,5,1.305,33.851,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Kumi,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Kumi_fune_2019,UG-E_Kumi_fune_2019_05,UG-E_Kumi_fune_2019_Q2,1,5,85,5.0,230.0,2,508505230,8505230,55,7,A,7,7A,FUN,FU,,,,,0,0,0,0,,,,,,1.300816,33.84777,25 months,2,2.0,2,2.0,Mid-Eastern,2,Kumi,PermaNet-3,PBO LLIN,PBO LLIN,Kumi_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,Mid-Eastern_round-5
VBS66366-6645STDY13045273,508505230015,Martin Donnelly,Uganda,8505,2019,5,1.305,33.851,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Kumi,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Kumi_fune_2019,UG-E_Kumi_fune_2019_05,UG-E_Kumi_fune_2019_Q2,1,5,85,5.0,230.0,15,508505230,8505230,55,19,B,7,7B,FUN,FU,,,,,0,0,0,0,,,,,,1.300816,33.84777,25 months,2,2.0,2,2.0,Mid-Eastern,2,Kumi,PermaNet-3,PBO LLIN,PBO LLIN,Kumi_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,Mid-Eastern_round-5
VBS66367-6645STDY13045274,508706021001,Martin Donnelly,Uganda,8706,2019,5,1.211,34.294,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Sironko,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Sironko_fune_2019,UG-E_Sironko_fune_2019_05,UG-E_Sironko_fune_2019_Q2,1,5,87,6.0,21.0,1,508706021,8706021,55,31,C,7,7C,FUN,FU,,,,,0,0,0,0,,,,,,1.209789,34.29591,25 months,2,2.0,4,4.0,North Eastern,2,Budadiri East,OlysetPlus,PBO LLIN,PBO LLIN,Sironko_Round-5,UG-E_round-5,OlysetPlus_round-5,PBO LLIN_round-5,North Eastern_round-5
VBS66369-6645STDY13045276,510105027001,Martin Donnelly,Uganda,10105,2019,5,0.805,34.354,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Namisindwa,funestus,UG-E_fune_2019,UG-E_fune_2019_05,UG-E_fune_2019_Q2,UG-E_Namisindwa_fune_2019,UG-E_Namisindwa_fune_2019_05,UG-E_Namisindwa_fune_2019_Q2,1,5,101,5.0,27.0,1,510105027,10105027,55,55,E,7,7E,FUN,FU,,,,,0,0,0,0,,,,,,0.804346,34.35406,25 months,1,1.0,1,1.0,North Eastern,2,Bubulo East,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Namisindwa_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,North Eastern_round-5
